schema,new_file,old_file,path,type,required,description
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.ivaRete","number","si","IVA Retenido"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalNoGravado","number","si","Total Cargos/Abonos que no afectan la base imponible"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.totalPagar","number","si","Total a Pagar"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.observaciones","string|null","si","Observaciones"
"fe-nd","svfe-json-schemas-new/v4/fe-nd-v4.json","svfe-json-schemas-old/fe-nd-v3.json","resumen.codigoRetencionMH","string|null","si","Código retención MH"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","emisor.direccion.distrito","string","si","Dirección Distrito (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","receptor.direccion.distrito","string","si","Dirección Distrito (Emisor)"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","ventaTercero.codDomiciliado","integer|null","si","Domicilio Fiscal"
"fe-nr","svfe-json-schemas-new/v4/fe-nr-v4.json","svfe-json-schemas-old/fe-nr-v3.json","resumen.observaciones","string|null","si","Observaciones"
"invalidacion-schema","svfe-json-schemas-new/v3/invalidacion-schema-v3.json","svfe-json-schemas-old/anulacion-schema-v2.json","identificacion.fecEmi","string","si","Fecha del Evento "
"invalidacion-schema","svfe-json-schemas-new/v3/invalidacion-schema-v3.json","svfe-json-schemas-old/anulacion-schema-v2.json","identificacion.horEmi","string","si","Hora del Evento"
"invalidacion-schema","svfe-json-schemas-new/v3/invalidacion-schema-v3.json","svfe-json-schemas-old/anulacion-schema-v2.json","identificacion.fusion","string|null","si","Fusiónes y otros"
