schema,new_file,old_file,path,change_type,property,old_value,new_value,description
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.direccion.municipio","eliminado","campo","tipo=string | requerido=si | descripcion=Dirección: Municipio (Receptor) | restricciones=pattern=^[0-9]{2}$","","Dirección: Municipio (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.nombre","eliminado","campo","tipo=string | requerido=si | descripcion=Nombre, denominación o razón social del contribuyente (Receptor) | restricciones=minLength=1; maxLength=250","","Nombre, denominación o razón social del contribuyente (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.nrc","eliminado","campo","tipo=string|null | requerido=si | descripcion=NRC (Receptor) | restricciones=pattern=^[0-9]{1,8}$; minLength=2; maxLength=8","","NRC (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.numDocumento","eliminado","campo","tipo=string | requerido=si | descripcion=Número de documento de Identificación (Receptor) | restricciones=minLength=3; maxLength=20","","Número de documento de Identificación (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.telefono","eliminado","campo","tipo=null|string | requerido=si | descripcion=Teléfono (Receptor) | restricciones=minLength=8; maxLength=30","","Teléfono (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donante.tipoDocumento","eliminado","campo","tipo=string | requerido=si | descripcion=Tipo de documento de identificación (Receptor) | restricciones=enum=[""36"",""13"",""02"",""03"",""37""]","","Tipo de documento de identificación (Receptor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario","eliminado","campo","tipo=object | requerido=si | descripcion=Emisor | restricciones=additionalProperties=false","","Emisor"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.codActividad","eliminado","campo","tipo=string | requerido=si | descripcion=Código de Actividad Económica (Emisor) | restricciones=pattern=^[0-9]{2,6}$; minLength=1; maxLength=6","","Código de Actividad Económica (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.codEstable","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el contribuyente | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el contribuyente"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.codEstableMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el MH"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.codPuntoVenta","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) asignado por el contribuyente | restricciones=minLength=1; maxLength=15","","Código del Punto de Venta (Emisor) asignado por el contribuyente"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.codPuntoVentaMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) Asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del Punto de Venta (Emisor) Asignado por el MH"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.correo","eliminado","campo","tipo=string | requerido=si | descripcion=Correo electrónico (Emisor) | restricciones=format=email; minLength=3; maxLength=100","","Correo electrónico (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.descActividad","eliminado","campo","tipo=string | requerido=si | descripcion=Actividad Económica (Emisor) | restricciones=minLength=1; maxLength=150","","Actividad Económica (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.direccion","eliminado","campo","tipo=object | requerido=si | descripcion=Dirección (Emisor) | restricciones=additionalProperties=false","","Dirección (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.direccion.complemento","eliminado","campo","tipo=string | requerido=si | descripcion=Dirección complemento (Emisor) | restricciones=minLength=1; maxLength=200","","Dirección complemento (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.direccion.departamento","eliminado","campo","tipo=string | requerido=si | descripcion=Dirección Departamento (Emisor) | restricciones=pattern=^0[1-9]|1[0-4]$","","Dirección Departamento (Emisor)"
"fe-cd","svfe-json-schemas-new/v2/fe-cd-v2.json","svfe-json-schemas-old/fe-cd-v1.json","donatario.direccion.municipio","eliminado","campo","tipo=string | requerido=si | descripcion=Dirección Municipio (Emisor) | restricciones=pattern=^[0-9]{2}$","","Dirección Municipio (Emisor)"
